ISO_Code,Year,Countries,Economic Freedom Summary Index,Rank,Quartile,Government Consumption,1A data,Transfers and subsidies,1B data,Government enterprises and investment,1C data,Top marginal income tax rate,1Di data,Top marginal income and payroll tax rate,1Dii data,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,3A data,Standard deviation of inflation,3B data,Inflation: Most recent year,3C data,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),4Ai data,Mean tariff rate,4Aii data,Standard deviation of tariff rates,4Aiii data,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting
a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation
GRC,1980,Greece,5.72,33,2,7.443712634,14.69137704,8.585831063,5.69,4,32,3,60,,,3,5.757385924,,,,,,,,,,1,5.565902542,7.9395244,10.302378,9.06,2.35,6.462,17.69,5,7.1153811,7.866666667,3.2,8.24,8.8,,,8.053333333,,,,8.6,,2,,2,6.217777778,2,4.734734735,6,4.244911578,,,4.4865,6.334,,0,3.606833333,,,,,,,,3.925872456
GTM,1980,Guatemala,6.27,23,1,9.070203158,9.161309262,9.809264305,1.2,4,37.4,8,40,,,8,7.719866866,,,,,,,,,,0.777777778,2.257230405,9.256536484,3.717317582,8.556,3.61,8,10,10,8.953134121,6.8,4.8,0,50,,,3.4,,,,8,,5,,5,5.466666667,8,9.57957958,8,8.526526527,,,,,,10,,,,,,,,,6.949733754
GIN,1980,Guinea,,,,,,,,,,,,,,,,,,,,,,,,,0.75862069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNB,1980,Guinea-Bissau,,,,,,,,,,,,,,,,,,,,,,,,,0.794871795,,,,8.608,3.48,7.674,11.63,0,5.427333333,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,
GUY,1980,Guyana,,,,2.820863173,30.40906521,,,,,,,,,,,,,,,,,,,,0.923076923,2.145199259,8.547301113,7.263494436,7.072,7.32,7.644,11.78,0,5.815825278,8.8,1.8,,,,,8.8,,,,0,,0,,0,2.933333333,,3.023023023,,3.023023023,,,,,,,,,,,,,,,
HTI,1980,Haiti,5.35,49,2,8.541666728,10.95833312,,,8,19,,,,,,8.270833364,,,,,,,,,,0.891891892,2.110412244,8.401228772,7.993856142,6.668,8.33,5.722,21.39,10,7.697807193,3.4,9.9,4.46,27.7,,,3.93,,,,6,,0,,0,3.31,,10,,10,,,,,,10,,,,,,,,,
HND,1980,Honduras,5.44,47,2,7.279101223,15.25105584,,,4,37.9,8,40,,,8,6.426367074,,,,,,,,,,0.888888889,2.603120892,8.887788657,5.561056713,8.812,2.97,7.346,13.27,10,8.761447164,5.533333333,6.7,1.8,41,,,3.666666667,,,,6,,0,,0,3.222222222,,8.198198198,4,6.099099099,,,,,,10,,,,,,,,,6.197095736
HKG,1980,Hong Kong,8.72,1,1,9.018180068,9.338187767,9.972752044,0.6,10,14.8,10,15,,,10,9.747733028,,,,,,,,,,1,8.129638554,9.04,4.8,7.988,5.03,7.008,14.96,10,8.509,9.666666667,0.5,10,0,,,9.833333333,,,,10,,10,,10,9.944444444,10,,10,10,,,7.9335,,,10,,,,,,,,,7.245898136
HUN,1980,Hungary,4.07,84,4,7.530608244,14.39593197,,,0,92.6,,,,,,3.765304122,,,,,,,,,,1,,8.26,8.7,8.872,2.82,8.794,6.03,0,6.4815,6.666666667,5,,,,,6.666666667,,,,0,,0,,0,2.222222222,0,4.684684685,6,3.561561562,,,,,,0,,,,,,,,,3.817520315
ISL,1980,Iceland,5.15,54,3,5.231969654,22.21130318,7.247956403,10.6,8,15.3,0,63,,,0,5.119981514,,,,,,,,,,1,6.82846988,3.567793719,32.1610314,6.92,7.7,0,52.48,0,2.62194843,5.666666667,6.5,8.08,9.6,,,6.873333333,,,,8.2,,2,,2,5.691111111,2,9.60960961,4,5.203203203,,,4.4865,,,10,,,,,,,,,5.502493817
IND,1980,India,5.02,58,3,8.336822354,11.654804,8.664850136,5.4,2,46.7,1,60,,,1,5.000418122,,,,,,,,,,0.777777778,5.140234657,9.356978225,3.215108873,8.096,4.76,7.692,11.54,0,6.286244556,0,15.5,0,74.3,,,0,,,,9,,0,,0,3,0,7.667667668,8,5.222555889,,,6.21,,,10,,,,,,,,,5.681814761
IDN,1980,Indonesia,4.79,63,3,6.839528688,16.74560246,9.237057221,3.3,2,49.5,3,50,,,3,5.269146477,,,,,,,,,,0.666666667,2.839024991,6.30105253,18.49473735,6.072,9.82,3.802,30.99,10,6.543763133,8.066666667,2.9,4.2,29,,,6.133333333,,,,9.6,,0,,0,5.244444444,0,7.527527528,2,3.175842509,,,,,,3,,,,,,,,,4.049382195
IRN,1980,Iran,3.53,97,4,3.442681077,28.29488434,8.228882834,7,2,44.5,,,,,,4.55718797,,,,,,,,,,0.555555556,1.367864556,4.64,26.8,7.66,5.85,5.318,23.41,10,6.9045,0,17,5.86,20.7,,,2.93,,,,0,,0,,0,0.976666667,0,8.028028028,0,2.676009343,,,,,,3,,,,,,,,,3.860718916
IRL,1980,Ireland,6.46,17,1,5.306297209,21.95858949,5.367847411,17.5,7,24.6,1,60,,,1,4.668536155,,,,,,,,,,1,7.083932663,8.072568003,9.637159985,8.608,3.48,7.058,14.71,0,5.934642001,7.666666667,3.5,8.24,8.8,,,7.953333333,,,,10,,5,,5,7.651111111,8,8.036415803,6,7.345471934,,,5.1759,4.486,,10,6.553966667,,,,,,,,6.949719301
ISR,1980,Israel,3.5,98,4,0,43.15101552,4.46866485,20.8,,,1,66,,,1,1.822888283,,,,,,,,,,0.962962963,3.982277023,3.128296793,34.35851603,0,37.42,0,134.74,5,2.032074198,6.6,5.1,,,,,6.6,,,,9.8,,2,,2,6.133333333,0,5.245245245,0,1.748415082,,,5.1759,,,0,,,,,,,,,3.522129954
ITA,1980,Italy,5.58,41,2,5.956349893,19.74841036,4.441416894,20.9,6,25.9,0,72,,,0,4.099441697,,,,,,,,,,1,5.69601941,7.32777741,13.36111295,9.036,2.41,5.818,20.91,0,5.545444353,9.733333333,0.4,8.24,8.8,,,8.986666667,,,,10,,5,,5,7.995555556,5,6.056056056,4,5.018685352,,,4.4865,6.862,,1,4.116166667,,,,,,,,4.567426009
JAM,1980,Jamaica,3.98,85,4,4.682779404,24.07855003,,,2,46.5,0,80,,,0,2.227593135,,,,,,,,,,1,3.27671312,6.544434315,17.27782843,7.884,5.29,6.332,18.34,0,5.190108579,9.4,0.9,6.7,16.5,,,8.05,,,,0,,2,,2,3.35,,6.126126126,4,5.063063063,,,,,,10,,,,,,,,,5.849491832
JPN,1980,Japan,7.37,8,1,7.560938441,14.2928093,7.629427793,9.2,8,19.6,0,75,,,0,5.797591558,,,,,,,,,,1,7.912777108,9.922964492,0.385177539,9.28,1.8,8.912,5.44,5,8.278741123,9.4,0.9,8.1,9.5,,,8.75,,,,10,,2,,2,6.916666667,5,8.448448448,10,7.816149483,,,7.9335,6.158,,10,8.0305,,,,,,,,7.923324741
JOR,1980,Jordan,5.13,56,3,3.889159168,26.77685883,8.419618529,6.3,2,48.7,,,,,,4.769592565,,,,,,,,,,0.555555556,1.806406591,5.86,20.7,6.64,8.4,9.78,1.1,5,6.82,5.266666667,7.1,,,,,5.266666667,,,,10,,2,,2,5.755555556,5,9.019019019,,7.00950951,,,7.9335,,,10,,,,,,,,,6.493386062
KAZ,1980,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KEN,1980,Kenya,4.84,62,3,4.646784119,24.200934,9.509536785,2.3,0,55.1,1,65,,,1,3.789080226,,,,,,,,,,1,4.199675434,9.073246358,4.633768208,7.528,6.18,8.09,9.55,0,6.17281159,5.933333333,6.1,1.94,40.3,,,3.936666667,,,,8,,0,,0,3.978888889,2,8.518518519,8,6.172839506,,,,,,10,,,,,,,,,6.061328704
KOR,1980,"Korea, South",5.38,48,2,7.285940071,15.22780376,9.591280654,2,7,22.6,0,89,,,0,5.969305181,,,,,,,,,,0.777777778,5.795638137,7.322714911,13.38642545,8.792,3.02,5.026,24.87,0,5.285178728,7.266666667,4.1,5.92,20.4,,,6.593333333,,,,7.8,,0,,0,4.797777778,5,9.399399399,4,6.133133133,,,7.2441,,,0,,,,,,,,,5.054320789
KWT,1980,Kuwait,3.69,92,4,3.945736542,26.58449576,,,2,43.5,,,,,,2.972868271,,,,,,,,,,0.592592593,1.465708054,7.163190441,14.1840478,2.068,19.83,1.486,42.57,10,5.17929761,,,,,,,,,,,10,,2,,2,,5,9.82982983,,7.414914915,,,,,,1,,,,,,,,,5.128759486
KGZ,1980,Kyrgyz Republic,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAO,1980,Laos,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVA,1980,Latvia,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBN,1980,Lebanon,,,,,,,,,,,,,,,,,,,,,,,,,0.777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LSO,1980,Lesotho,,,,,,,,,,,,,,,,,,,,,,,,,0.111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBR,1980,Liberia,,,,,,,,,,,,,,,,,,,,,,,,,0.888888889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LBY,1980,Libya,,,,,,,,,,,,,,,,,,,,,,,,,0.804878049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LTU,1980,Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LUX,1980,Luxembourg,8.05,3,1,6.542834761,17.75436181,,,7,22,,,,,,6.77141738,,,,,,,,,,1,7.82603253,9.223051907,3.884740463,8.56,3.6,8.416,7.92,10,9.049762977,9.933333333,0.1,8.24,8.8,,,9.086666667,,,,10,,10,,10,9.695555556,10,,10,10,,,5.1759,,,10,,,,,,,,,6.898943798
MKD,1980,Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,0.962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDG,1980,Madagascar,3.87,89,4,8.254141064,11.93592038,,,0,65.4,,,,,,4.127070532,,,,,,,,,,0.555555556,,7.383665076,13.08167462,8.892,2.77,7.002,14.99,0,5.819416269,4.333333333,8.5,3.7,31.5,,,4.016666667,,,,0,,0,,0,1.338888889,0,9.269269269,,4.634634635,,,,,,1,,,,,,,,,4.195938382
MWI,1980,Malawi,4.48,74,3,5.406203065,21.61890958,9.591280654,2,0,78.6,4,45,,,4,4.74937093,,,,,,,,,,0.888888889,3.422375243,9.727162283,1.364188586,7.644,5.89,6.842,15.79,0,6.053290571,5.6,6.6,,,,,5.6,,,,0.4,,2,,2,2.666666667,2,7.947947948,4,4.649315983,,,,,,10,,,,,,,,,5.486270941
MYS,1980,Malaysia,6.61,15,1,4.517256486,24.64132795,8.828337875,4.8,4,37.3,2,60,,,2,4.83639859,,,,,,,,,,0.777777778,5.861949548,8.812624485,5.936877577,8.776,3.06,8.626,6.87,10,9.053656121,4.866666667,7.7,7.88,10.6,,,6.373333333,,,,10,,5,,5,7.124444444,5,7.897897898,6,6.299299299,,,7.9335,,,10,,,,,,,,,6.180427524
MLI,1980,Mali,5.79,31,2,10,4.862987264,9.509536785,2.3,7,21.4,,,,,,8.836512262,,,,,,,,,,0.714285714,3.627603986,8.582240474,7.088797631,8.828,2.93,6.738,16.31,0,6.037060118,7.466666667,3.8,3,35,,,5.233333333,,,,9,,0,,0,4.744444444,2,9.87987988,4,5.293293293,,,,,,10,,,,,,,,,5.729341787
MLT,1980,Malta,5.57,42,2,5.880496724,20.00631114,6.811989101,12.2,6,28.6,0,65,,,0,4.673121456,,,,,,,,,,1,,9.679949275,1.600253624,8.8,3,7.52,12.4,0,6.499987319,6.733333333,4.9,,,,,6.733333333,,,,7.6,,2,,2,5.444444444,0,9.449449449,6,5.149816483,,,,,,10,,,,,,,,,5.675186106
MRT,1980,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,0.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUS,1980,Mauritius,4.9,59,3,7.141022272,15.72052428,8.365122616,6.5,4,36,3,50,,,3,5.626536222,,,,,,,,,,1,,9.210666781,3.946666093,5.8,10.5,4.686,26.57,0,4.924166695,3.6,9.6,3.02,34.9,,,3.31,,,,2,,2,,2,2.436666667,8,6.556556557,,7.278278278,,,,,,10,,,,,,,,,6.592726073
MEX,1980,Mexico,5.19,53,3,7.834085235,13.3641102,8.9373297,4.4,2,43,4,55,,,4,5.692853734,,,,,,,,,,1,6.291087217,6.267175437,18.66412281,9.084,2.29,5.44,22.8,10,7.697793859,0,17.6,3.82,30.9,,,1.91,,,,0,,2,,2,1.303333333,8,4.874874875,4,5.624958292,,,,,,3,,,,,,,,,4.97380707
MDA,1980,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,0.925925926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNG,1980,Mongolia,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MNE,1980,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,0.962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAR,1980,Morocco,4.29,78,3,5.513020724,21.25572954,9.019073569,4.1,2,46.8,2,64,,,2,4.633023573,,,,,,,,,,0.444444444,1.614728686,8.749773604,6.251131979,8.192,4.52,8.108,9.46,0,6.262443401,2.866666667,10.7,0,54,,,1.433333333,,,,9.8,,2,,2,4.411111111,5,6.376376376,,5.688188188,,,,,,1,,,,,,,,,4.549419646
MOZ,1980,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,0.555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MMR,1980,Myanmar,3.81,90,4,,,,,,,,,,,,,,,,,,,,,,0.926829268,5.153344471,9.262052873,3.689735633,8.588,3.53,9.752,1.24,0,6.900513218,0.533333333,14.2,,,,,0.533333333,,,,0,,0,,0,0.177777778,0,1.401401401,0,0.4671338,,,,,,3,,,,,,,,,3.026973321
NAM,1980,Namibia,,,,3.399944254,28.44018954,,,0,57.9,,,,,,1.699972127,,,,,,,,,,0.25,,,,,,,,,,,,8.12,9.4,,,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPL,1980,Nepal,5.77,32,2,9.547489689,7.538535058,,,4,37.3,,,,,,6.773744844,,,,,,,,,,0.555555556,,8.068747914,9.65626043,7.856,5.36,8.478,7.61,0,6.100686979,4.266666667,8.6,5.58,22.1,,,4.923333333,,,,10,,0,,0,4.974444444,0,5.995995996,6,3.998665332,,,,,,10,,,,,,,,,5.240681226
NLD,1980,Netherlands,7.29,10,1,5.22961362,22.21931369,2.125340599,29.4,10,14.8,0,72,,,0,4.338738555,,,,,,,,,,1,7.479054217,9.471185084,2.644074581,9.348,1.63,8.896,5.52,10,9.428796271,9.733333333,0.4,8.24,8.8,,,8.986666667,,,,10,,8,,8,8.995555556,10,8.328328328,10,9.442776109,,,5.1759,2.726,,1,2.9673,,,,,,,,6.205038055
NZL,1980,New Zealand,6.44,19,1,5.121629237,22.58646059,4.16893733,21.9,4,30.8,2,61.5,,,2,3.822641642,,,,,,,,,,1,8.042893976,9.108769497,4.456152517,9.2,2,6.928,15.36,0,6.309192374,8.333333333,2.5,7.4,13,,,7.866666667,,,,10,,5,,5,7.622222222,5,7.537537538,6,6.179179179,,,5.1759,4.574,,10,6.5833,,,,,,,,6.38123959
NIC,1980,Nicaragua,3.49,99,4,6.089965527,19.29411721,9.019073569,4.1,0,71.9,5,50,,,5,5.027259774,,,,,,,,,,0.888888889,2.439270022,5.906964819,20.46517591,4.556,13.61,2.676,36.62,10,5.784741205,4.2,8.7,0,54,,,2.1,,,,0,,0,,0,0.7,,,0,0,,,,,,5,,,,,,,,,
NER,1980,Niger,4.62,67,3,8.192163988,12.14664244,9.455040872,2.5,0,79.9,,,,,,5.88240162,,,,,,,,,,0.285714286,2.999524849,5.916412865,20.41793568,7.86,5.35,5.836,20.82,0,4.903103216,4.4,8.4,,,,,4.4,,,,9.6,,0,,0,4.666666667,2,8.908908909,2,4.302969636,,,,,,,,,,,,,,,4.638755529
NGA,1980,Nigeria,3.44,100,4,6.577270781,17.63727934,,,0,50.9,0,70,,,0,2.192423594,,,,,,,,,,0.925925926,2.946523835,6.697357517,16.51321241,9.444,1.39,7.516,12.42,0,5.914339379,4.333333333,8.5,3.48,32.6,,,3.906666667,,,,0,,0,,0,1.302222222,2,,2,2,,,,,,10,,,,,,,,,4.821793333
NOR,1980,Norway,5.72,33,2,3.362837841,28.56635134,4.114441417,22.1,4,35.9,0,75,,,0,2.869319815,,,,,,,,,,1,7.045331325,9.414428536,2.927857318,8.948,2.63,7.376,13.12,0,6.434607134,9.8,0.3,8.76,6.2,,,9.28,,,,9.4,,2,,2,6.893333333,10,5.555555556,6,7.185185185,,,5.1759,4.398,,1,3.524633333,,,,,,,,5.354909259
OMN,1980,Oman,,,,0,47.44719787,9.591280654,2,0,58.8,10,0,,,10,4.897820163,,,,,,,,,,0.586206897,,9.350268754,3.248656228,2.244,19.39,0,51.11,10,5.398567189,,,,,,,,,,,10,,2,,2,,8,9.78978979,,8.894894895,,,,,,10,,,,,,,,,7.135122503
PAK,1980,Pakistan,4.25,80,4,8.595946915,10.77378049,9.536784741,2.2,0,65.3,2,55,,,2,5.033182914,,,,,,,,,,0.777777778,2.257230405,8.049167346,9.754163271,9.332,1.67,8.188,9.06,0,6.392291836,0,15.3,0,77.6,,,0,,,,4.6,,2,,2,2.2,0,6.866866867,6,4.288955622,,,,,,10,,,,,,,,,5.350252022
PAN,1980,Panama,6.07,26,1,3.477160323,28.1776549,8.801089918,4.9,4,39.9,3,56,,,3,4.81956256,,,,,,,,,,0.962962963,3.130895051,8.229999572,8.850002139,5.616,10.96,3.262,33.69,10,6.776999893,7.933333333,3.1,,,,,7.933333333,,,,10,,8,,8,8.644444444,8,8.948948949,,8.474474474,,,,,,10,,,,,,,,,6.994065846
PNG,1980,Pap. New Guinea,,,,3.49522355,28.11623993,,,2,41.4,,,,,,2.747611775,,,,,,,,,,1,,8.706469468,6.467652658,6.948,7.63,8.582,7.09,0,6.059117367,7.8,3.3,,,,,7.8,,,,,,0,,0,,5,7.747747748,,6.373873874,,,,,,10,,,,,,,,,6.289286336
PRY,1980,Paraguay,6.24,24,1,9.598557892,7.364903168,9.591280654,2,8,17.8,,,,,,9.063279515,,,,,,,,,,0.333333333,2.473624007,6.933012066,15.33493967,7.908,5.23,6.658,16.71,10,7.874753017,6,6,0,71,,,3,,,,8.6,,5,,5,5.533333333,,,,,,,,,,1,,,,,,,,,
PER,1980,Peru,3.6,95,4,7.255284926,15.33203125,9.61852861,1.9,7,24.3,2,65,,,2,6.468453384,,,,,,,,,,0.666666667,3.138293786,3.376861878,33.11569061,3.096,17.26,0,65.92,0,1.61821547,2.933333333,10.6,0,57,,,1.466666667,,,,6.4,,2,,2,3.288888889,,5.895895896,0,2.947947948,,,,,,0,,,,,,,,,3.462275843
PHL,1980,Philippines,5.15,54,3,8.132022602,12.35112315,9.836512262,1.1,7,20.1,1,70,,,1,6.492133716,,,,,,,,,,0.777777778,2.719868156,8.412353282,7.93823359,8.832,2.92,7.15,14.25,0,6.098588321,5.466666667,6.8,2.4,38,,,3.933333333,,,,9.4,,2,,2,5.111111111,5,6.786786787,8,6.595595596,,,,,,3,,,,,,,,,5.340176547
POL,1980,Poland,,,,8.209437621,12.08791209,,,2,40.7,,,,,,5.104718811,,,,,,,,,,0.962962963,,,,9.212,1.97,8.04,9.8,5,7.417333333,,,,,,,,,,,0,,0,,0,,0,0.48048048,,0.24024024,,,4.4865,,,0,,,,,,,,,3.098133067
PRT,1980,Portugal,5.62,38,2,6.834113368,16.76401455,5.694822888,16.3,2,42.2,0,84,,,0,3.632234064,,,,,,,,,,1,7.999521687,7.963554801,10.182226,8.664,3.34,5.82,20.9,0,5.6118887,8.6,2.1,,,,,8.6,,,,9.6,,2,,2,6.733333333,0,9.266355039,4,4.422118346,,,5.1759,6.158,,0,3.777966667,,,,,,,,4.100042507
QAT,1980,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,0.615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROU,1980,Romania,,,,9.409644442,8.007208897,6.294277929,14.1,,,,,,,,7.851961186,,,,,,,,,,1,,7.76,11.2,8.78,3.05,9.882,0.59,0,6.6055,,,,,,,,,,,0,,0,,0,,0,0,,0,,,,,,1,,,,,,,,,2.640956667
RUS,1980,Russia,,,,3.029411765,29.7,1.961852861,30,,,0,100,,,0,1.663754875,,,,,,,,,,1,,7.88,10.6,9.28,1.8,,,0,5.72,,,,,,,,,,,0,,0,,0,,0,,0,0,,,,,,0,,,,,,,,,2.4732
RWA,1980,Rwanda,4.6,68,3,7.929748381,13.0388555,9.918256131,0.8,0,100,,,,,,5.949334837,,,,,,,,,,0.166666667,,8.443797219,7.781013905,7.988,5.03,9.388,3.06,0,6.454949305,1.133333333,13.3,,,,,1.133333333,,,,0,,0,,0,0.377777778,0,9.029029029,6,5.009676343,,,,,,10,,,,,,,,,5.62228986
SAU,1980,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,0.413793103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEN,1980,Senegal,4.85,61,3,6.075974044,19.34168825,8.991825613,4.2,4,32.2,,,,,,6.355933219,,,,,,,,,,0.555555556,2.649756658,8.789383532,6.053082341,8.948,2.63,7.694,11.53,0,6.357845883,2.4,11.4,,,,,2.4,,,,9.6,,0,,0,4,2,9.369369369,8,6.456456456,,,,,,0,,,,,,,,,4.910205631
SRB,1980,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYC,1980,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,0.974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLE,1980,Sierra Leone,4.79,63,3,9.294117647,8.4,,,4,35.8,,,,,,6.647058824,,,,,,,,,,0.888888889,,7.156790046,14.21604977,8.896,2.76,8.02,9.9,0,6.018197511,1.133333333,13.3,4.84,25.8,,,2.986666667,,,,0,,0,,0,0.995555556,2,6.016016016,6,4.672005339,,,,,,10,,,,,,,,,5.494835095
SGP,1980,Singapore,7.42,6,1,7.077958091,15.93494249,9.836512262,1.1,7,24.2,4,55,,,4,6.978617588,,,,,,,,,,1,8.129638554,9.758968354,1.205158231,8.572,3.57,7.706,11.47,0,6.509242088,9.733333333,0.4,9.94,0.3,,,9.836666667,,,,10,,8,,8,9.278888889,10,8.908908909,10,9.63630297,,,7.9335,,,0,,,,,,,,,6.181535826
SVK,1980,Slovak Rep,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,1980,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,0.925925926,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,
ZAF,1980,South Africa,5.23,51,2,5.605261007,20.94211258,9.264305177,3.2,7,24.6,2,60,,,2,5.967391546,,,,,,,,,,0,3.088942771,7.862600536,10.68699732,8.116,4.71,5.176,24.12,0,5.288650134,9.2,1.2,8.12,9.4,,,8.66,,,,8.8,,2,,2,6.486666667,10,8.428428428,4,7.476142809,,,,,,0,,,,,,,,,5.295088794
ESP,1980,Spain,5.81,30,2,6.926060047,16.45139584,6.784741144,12.3,6,27.1,1,66,,,1,5.177700298,,,,,,,,,,0.444444444,4.58365826,8.358746402,8.206267988,8.604,3.49,7.33,13.35,0,6.073186601,8.2,2.7,8.24,8.8,,,8.22,,,,10,,5,,5,7.74,8,8.108108108,6,7.369369369,,,5.1759,4.486,,1,3.553966667,,,,,,,,5.461668018
LKA,1980,Sri Lanka,4.54,72,3,8.934736852,9.621894702,7.847411444,8.4,0,53.5,0,60.5,,,0,4.195537074,,,,,,,,,,1,3.982813988,7.314809996,13.42595002,8.572,3.57,6.004,19.98,0,5.472702499,2.2,11.7,1.74,41.3,,,1.97,,,,8.2,,0,,0,3.39,5,6.386386386,4,5.128795462,,,,,,10,,,,,,,,,5.667251669
SUR,1980,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,0.974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,1980,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,0.692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWE,1980,Sweden,5.66,37,2,1.101670451,36.25432047,3.40599455,24.7,2,41.2,0,87,,,0,1.62691625,,,,,,,,,,1,6.611608434,8.177961546,9.110192268,9.412,1.47,7.656,11.72,5,7.561490387,9.533333333,0.7,8.5,7.5,,,9.016666667,,,,9,,2,,2,6.672222222,8,6.756756757,8,7.585585586,,,4.4865,4.838,,3,4.108166667,,,,,,,,5.846876126
CHE,1980,Switzerland,7.62,5,1,6.859215496,16.67866731,6.485013624,13.4,,,7,31-44,,,7,6.781409707,,,,,,,,,,0.555555556,6.323052211,9.350862634,3.245686831,9.548,1.13,9.458,2.71,10,9.589215658,8.4,2.4,9.08,4.6,,,8.74,,,,10,,10,,10,9.58,5,9.069069069,6,6.68968969,,,6.21,5.806,,3,5.005333333,,,,,,,,5.847511512
SYR,1980,Syria,3.69,92,4,4.171395237,25.81725619,7.356948229,10.2,0,59.5,,,,,,3.842781155,,,,,,,,,,0.555555556,1.367864556,7.656218609,11.71890696,8.56,3.6,6.506,17.47,10,8.180554652,5.266666667,7.1,2.54,37.3,,,3.903333333,,,,3,,0,,0,2.301111111,0,1.631631632,,0.815815816,,,,,,0,,,,,,,,,2.746917084
TWN,1980,Taiwan,6.32,21,1,4.823529412,23.6,10,0.35,2,44.3,3,60,,,3,4.955882353,,,,,,,,,,0.962962963,7.681106002,8.24289006,8.785549701,7.76,5.6,6.2,19,10,8.050722515,7.6,3.6,,,,,7.6,,,,9.8,,2,,2,6.466666667,0,7.787787788,8,5.262595929,,,,,,0,,,,,,,,,4.45957999
TJK,1980,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
